,Usia,Gender,Gaji,Jumlah Anak
238,23,L,1-3jt,1
239,19,L,1-3jt,0
240,26,L,1-3jt,1
241,42,L,1-3jt,1
242,56,L,1-3jt,5
243,59,P,1-3jt,2
244,28,P,1-3jt,1
245,60,P,1-3jt,3
246,55,L,1-3jt,3
247,52,L,1-3jt,6
248,50,P,1-3jt,2
249,20,L,1-3jt,3
250,30,L,1-3jt,4
251,50,P,1-3jt,4
252,53,P,1-3jt,1
253,54,L,1-3jt,4
254,50,P,1-3jt,5
255,40,L,1-3jt,1
256,24,L,1-3jt,0
257,19,P,1-3jt,5
258,59,L,1-3jt,6
259,55,P,1-3jt,3
260,53,P,1-3jt,6
261,30,P,1-3jt,0
262,37,L,1-3jt,5
263,53,L,1-3jt,0
264,18,P,1-3jt,1
265,40,P,1-3jt,2
266,18,L,1-3jt,5
267,39,L,1-3jt,4
268,19,L,1-3jt,5
269,18,L,1-3jt,6
270,42,L,1-3jt,1
271,28,P,1-3jt,3
272,17,P,1-3jt,4
273,48,P,1-3jt,6
274,21,P,1-3jt,6
275,50,L,1-3jt,1
276,24,L,1-3jt,0
277,45,P,1-3jt,3
278,33,L,1-3jt,4
279,29,L,1-3jt,1
280,22,L,1-3jt,4
281,36,L,1-3jt,3
282,59,P,1-3jt,4
283,23,P,1-3jt,4
284,48,P,1-3jt,4
285,57,L,1-3jt,1
286,34,L,1-3jt,3
287,25,L,1-3jt,4
288,52,P,1-3jt,2
289,45,P,1-3jt,6
290,43,L,1-3jt,6
291,44,L,1-3jt,0
292,38,L,1-3jt,3
293,17,L,1-3jt,1
294,32,L,1-3jt,2
295,23,L,1-3jt,0
296,53,L,1-3jt,4
297,53,L,1-3jt,3
298,53,L,1-3jt,5
299,50,L,1-3jt,3
300,29,L,1-3jt,5
301,47,P,1-3jt,2
302,32,P,1-3jt,3
303,43,L,1-3jt,0
304,40,L,1-3jt,4
305,36,L,1-3jt,3
306,21,P,1-3jt,4
307,41,P,1-3jt,5
308,56,L,1-3jt,2
309,19,P,1-3jt,0
310,46,L,1-3jt,3
311,51,P,1-3jt,6
312,31,L,1-3jt,0
313,27,P,1-3jt,2
314,47,P,1-3jt,5
315,21,P,1-3jt,0
316,44,L,1-3jt,4
317,41,P,1-3jt,6
318,29,L,1-3jt,2
319,21,P,1-3jt,0
320,52,L,1-3jt,6
321,45,L,1-3jt,4
322,27,P,1-3jt,4
323,20,L,1-3jt,5
324,25,L,1-3jt,0
325,26,L,1-3jt,1
326,41,P,1-3jt,6
327,44,P,1-3jt,4
328,31,L,1-3jt,6
329,47,L,1-3jt,6
330,27,L,1-3jt,2
331,37,L,1-3jt,3
332,33,L,1-3jt,5
333,55,L,1-3jt,5
334,37,P,1-3jt,5
335,17,L,1-3jt,6
336,57,L,1-3jt,3
337,33,P,1-3jt,0
338,52,P,1-3jt,5
339,58,L,1-3jt,0
340,38,P,1-3jt,4
341,43,L,1-3jt,1
342,41,P,1-3jt,6
343,54,P,1-3jt,0
344,39,P,1-3jt,4
345,38,L,1-3jt,1
346,52,L,1-3jt,3
347,22,L,1-3jt,2
348,40,P,1-3jt,0
349,35,P,1-3jt,6
350,45,L,1-3jt,6
351,45,P,1-3jt,0
352,56,P,1-3jt,5
353,36,L,1-3jt,6
354,23,P,1-3jt,3
355,28,L,1-3jt,4
356,31,L,1-3jt,2
357,59,P,1-3jt,1
358,51,P,1-3jt,5
359,47,L,1-3jt,1
360,48,P,1-3jt,2
361,23,P,1-3jt,4
362,48,P,1-3jt,3
363,59,P,1-3jt,1
364,29,L,1-3jt,6
365,47,P,1-3jt,5
366,20,L,1-3jt,3
367,18,L,1-3jt,6
368,60,P,1-3jt,6
369,29,P,1-3jt,0
370,35,P,1-3jt,4
371,23,P,1-3jt,1
372,42,P,1-3jt,0
373,47,L,1-3jt,2
374,21,P,1-3jt,5
375,34,L,1-3jt,1
376,44,P,1-3jt,1
377,18,L,1-3jt,1
378,43,P,1-3jt,4
379,48,L,1-3jt,3
380,27,L,1-3jt,3
381,49,P,1-3jt,4
382,40,L,1-3jt,3
383,43,L,1-3jt,3
384,27,P,1-3jt,5
385,46,P,1-3jt,6
386,30,L,1-3jt,1
387,55,P,1-3jt,2
388,19,L,1-3jt,3
389,58,L,1-3jt,2
390,52,L,1-3jt,3
391,22,P,1-3jt,5
392,46,L,1-3jt,4
393,58,L,1-3jt,3
394,57,L,1-3jt,2
395,31,P,1-3jt,6
396,33,L,1-3jt,4
397,29,P,1-3jt,2
398,29,P,1-3jt,2
399,44,P,1-3jt,5
400,23,L,1-3jt,3
401,38,L,1-3jt,0
402,36,L,1-3jt,5
403,45,P,1-3jt,3
404,18,P,1-3jt,1
405,22,P,1-3jt,2
406,52,P,1-3jt,6
407,25,P,1-3jt,3
408,23,P,1-3jt,0
409,22,P,1-3jt,4
410,29,P,1-3jt,3
411,47,L,1-3jt,6
412,22,P,1-3jt,5
413,58,L,1-3jt,6
414,56,L,1-3jt,2
415,52,P,1-3jt,0
416,22,P,1-3jt,6
417,53,P,1-3jt,3
418,28,L,1-3jt,6
419,20,L,1-3jt,3
420,38,P,1-3jt,3
421,57,L,1-3jt,0
422,47,P,1-3jt,3
423,45,P,1-3jt,6
424,23,L,1-3jt,6
425,20,L,1-3jt,0
426,54,P,1-3jt,6
427,18,L,1-3jt,0
428,19,P,1-3jt,3
429,26,P,1-3jt,5
430,49,L,1-3jt,2
431,44,L,1-3jt,6
432,35,L,1-3jt,3
433,51,P,1-3jt,3
434,44,P,1-3jt,4
435,43,P,1-3jt,3
436,29,L,1-3jt,1
437,29,P,1-3jt,6
438,30,L,1-3jt,4
439,30,P,1-3jt,3
440,47,L,1-3jt,1
441,17,L,1-3jt,3
442,41,L,1-3jt,0
443,45,P,1-3jt,6
444,20,L,1-3jt,0
445,18,P,1-3jt,3
446,32,L,1-3jt,4
447,37,L,1-3jt,1
448,46,P,1-3jt,3
449,58,L,1-3jt,3
450,51,P,1-3jt,5
451,59,L,1-3jt,3
452,28,L,1-3jt,0
453,38,P,1-3jt,6
454,36,L,1-3jt,3
455,40,L,1-3jt,0
456,55,L,1-3jt,0
457,53,P,1-3jt,0
458,29,L,1-3jt,3
459,45,L,1-3jt,4
460,50,L,1-3jt,0
461,23,P,1-3jt,3
462,48,P,1-3jt,5
463,54,P,1-3jt,0
464,35,L,1-3jt,4
465,23,P,1-3jt,0
466,30,L,1-3jt,0
467,26,P,1-3jt,6
468,41,P,1-3jt,0
469,50,L,1-3jt,1
470,55,P,1-3jt,6
471,28,L,1-3jt,4
472,60,L,1-3jt,1
473,53,L,1-3jt,5
474,45,P,1-3jt,1
475,34,P,1-3jt,6
476,34,L,1-3jt,1
477,32,L,1-3jt,5
478,47,P,1-3jt,5
479,21,L,1-3jt,0
480,18,L,1-3jt,3
481,38,L,1-3jt,4
482,33,L,1-3jt,3
483,24,L,1-3jt,6
484,33,L,1-3jt,3
485,30,P,1-3jt,0
486,44,P,1-3jt,0
487,57,L,1-3jt,2
488,23,L,1-3jt,2
489,20,L,1-3jt,0
490,54,P,1-3jt,1
491,48,P,1-3jt,3
492,60,P,1-3jt,0
493,58,L,1-3jt,6
494,55,L,1-3jt,6
495,38,P,1-3jt,1
496,59,L,1-3jt,0
497,24,P,1-3jt,5
498,24,L,1-3jt,1
499,46,L,1-3jt,3
500,36,P,1-3jt,5
501,23,P,1-3jt,5
502,34,P,1-3jt,3
503,22,P,1-3jt,6
504,42,P,1-3jt,6
505,19,L,1-3jt,5
506,31,L,1-3jt,6
507,53,L,1-3jt,3
508,30,P,1-3jt,0
509,23,L,1-3jt,6
510,40,P,1-3jt,1
511,38,L,1-3jt,6
512,26,P,1-3jt,6
513,17,L,1-3jt,4
514,48,P,1-3jt,3
515,50,P,1-3jt,2
516,17,P,1-3jt,6
517,26,L,1-3jt,6
518,51,L,1-3jt,1
519,38,P,1-3jt,3
520,22,P,1-3jt,6
521,57,P,1-3jt,0
522,53,P,1-3jt,5
523,41,L,1-3jt,4
524,27,L,1-3jt,5
525,58,P,1-3jt,5
526,24,P,1-3jt,5
527,22,L,1-3jt,0
528,20,L,1-3jt,2
529,23,P,1-3jt,5
530,39,L,1-3jt,3
531,44,L,1-3jt,2
532,31,P,1-3jt,3
533,44,L,1-3jt,4
534,28,P,1-3jt,2
535,22,L,1-3jt,3
536,57,P,1-3jt,2
537,43,L,1-3jt,2
538,38,P,1-3jt,3
539,24,P,1-3jt,2
540,50,P,1-3jt,2
541,54,P,1-3jt,4
542,48,P,1-3jt,5
543,22,L,1-3jt,2
544,49,P,1-3jt,4
545,22,L,1-3jt,3
546,33,P,1-3jt,3
547,32,L,1-3jt,2
548,20,P,1-3jt,1
549,52,P,1-3jt,0
550,38,P,1-3jt,2
551,21,P,1-3jt,1
552,33,L,1-3jt,1
553,34,L,1-3jt,6
554,32,P,1-3jt,1
555,49,P,1-3jt,0
556,33,L,1-3jt,3
557,51,L,1-3jt,3
558,34,L,1-3jt,0
559,50,P,1-3jt,1
560,42,P,1-3jt,4
561,56,P,1-3jt,4
562,58,P,1-3jt,5
563,55,P,1-3jt,3
564,21,L,1-3jt,5
565,45,L,1-3jt,1
566,22,P,1-3jt,0
567,35,L,1-3jt,4
568,26,P,1-3jt,2
569,43,L,1-3jt,5
570,34,P,1-3jt,5
571,49,L,1-3jt,6
572,44,P,1-3jt,5
573,33,P,1-3jt,5
574,48,L,1-3jt,0
575,53,P,1-3jt,0
576,51,P,1-3jt,1
577,57,L,1-3jt,6
578,48,L,1-3jt,5
579,17,P,1-3jt,1
580,49,P,1-3jt,5
581,55,P,1-3jt,5
582,41,L,1-3jt,1
583,52,L,1-3jt,3
584,55,P,1-3jt,2
585,40,L,1-3jt,0
586,45,P,1-3jt,6
587,28,P,1-3jt,3
588,31,L,1-3jt,5
589,28,L,1-3jt,0
590,21,P,1-3jt,6
591,51,L,1-3jt,2
592,22,L,1-3jt,5
593,43,P,1-3jt,1
594,17,L,1-3jt,1
595,17,L,1-3jt,6
596,52,P,1-3jt,3
597,22,P,1-3jt,3
598,18,P,1-3jt,3
599,58,P,1-3jt,0
600,38,P,1-3jt,0
601,58,P,1-3jt,3
602,36,L,1-3jt,5
603,57,L,1-3jt,6
604,19,L,1-3jt,0
605,29,L,1-3jt,4
606,20,P,1-3jt,0
607,23,L,1-3jt,4
608,24,P,1-3jt,2
609,28,P,1-3jt,0
610,46,P,1-3jt,2
611,23,P,1-3jt,0
612,42,L,1-3jt,5
613,33,P,1-3jt,2
614,40,L,1-3jt,6
615,58,P,1-3jt,1
616,48,P,1-3jt,2
617,37,L,1-3jt,4
618,60,L,1-3jt,1
619,37,P,1-3jt,5
620,33,P,1-3jt,5
621,20,L,1-3jt,5
622,45,P,1-3jt,5
623,46,P,1-3jt,4
624,59,L,1-3jt,4
625,23,L,1-3jt,4
626,59,L,1-3jt,0
627,38,P,1-3jt,0
628,44,P,1-3jt,2
629,54,P,1-3jt,1
630,49,P,1-3jt,1
631,26,L,1-3jt,1
632,21,L,1-3jt,4
633,41,L,1-3jt,2
634,58,L,1-3jt,4
635,31,P,1-3jt,1
636,36,P,1-3jt,4
637,37,L,1-3jt,0
638,40,P,1-3jt,3
639,38,P,1-3jt,2
640,44,P,1-3jt,5
641,48,L,1-3jt,2
642,17,P,1-3jt,2
643,35,L,1-3jt,1
644,49,L,1-3jt,0
645,34,L,1-3jt,1
646,49,P,1-3jt,6
647,37,P,1-3jt,3
648,46,P,1-3jt,1
649,55,L,1-3jt,2
650,23,L,1-3jt,3
651,27,L,1-3jt,5
652,55,L,1-3jt,3
653,32,L,1-3jt,1
654,34,L,1-3jt,0
655,56,P,1-3jt,3
656,57,P,1-3jt,3
657,39,P,1-3jt,3
658,60,P,1-3jt,6
659,29,P,1-3jt,3
660,40,P,1-3jt,5
661,26,P,1-3jt,0
662,59,L,1-3jt,1
663,57,L,1-3jt,0
664,26,P,1-3jt,2
665,23,P,1-3jt,0
666,27,L,1-3jt,0
667,56,L,1-3jt,6
668,17,P,1-3jt,1
669,36,P,1-3jt,1
670,60,L,1-3jt,1
671,58,P,1-3jt,1
672,51,P,1-3jt,1
673,20,P,1-3jt,2
674,36,P,1-3jt,0
675,53,L,1-3jt,0
676,54,P,1-3jt,0
677,52,L,1-3jt,6
678,25,L,1-3jt,4
679,57,L,1-3jt,0
680,30,P,1-3jt,1
681,22,P,1-3jt,2
682,54,L,1-3jt,2
683,35,P,1-3jt,2
684,49,P,1-3jt,0
685,37,P,1-3jt,5
686,47,P,1-3jt,6
687,45,P,1-3jt,4
688,57,P,1-3jt,6
689,45,P,1-3jt,1
690,35,P,1-3jt,2
691,53,P,1-3jt,6
692,23,L,1-3jt,4
693,20,P,1-3jt,3
694,41,L,1-3jt,0
695,25,L,1-3jt,6
696,32,L,1-3jt,2
697,51,P,1-3jt,3
698,21,L,1-3jt,0
699,49,L,1-3jt,3
700,21,L,1-3jt,2
701,58,P,1-3jt,5
702,32,P,1-3jt,2
703,22,P,1-3jt,5
704,31,P,1-3jt,5
705,40,P,1-3jt,0
706,57,P,1-3jt,0
707,33,L,1-3jt,3
708,31,P,1-3jt,5
709,39,P,1-3jt,4
710,43,P,1-3jt,6
711,27,P,1-3jt,2
712,23,L,1-3jt,4
713,29,P,1-3jt,4
714,32,L,1-3jt,4
715,32,L,1-3jt,5
716,60,P,1-3jt,5
717,27,L,1-3jt,3
718,41,L,1-3jt,4
719,54,P,1-3jt,0
720,49,P,1-3jt,5
721,43,P,1-3jt,6
722,28,L,1-3jt,3
723,17,P,1-3jt,0
724,43,P,1-3jt,6
725,28,L,1-3jt,1
726,52,P,1-3jt,5
727,25,L,1-3jt,0
728,43,P,1-3jt,5
729,49,L,1-3jt,5
730,55,L,1-3jt,1
731,51,P,1-3jt,2
732,57,L,1-3jt,5
733,17,P,1-3jt,6
734,55,L,1-3jt,0
735,48,P,1-3jt,2
736,26,P,1-3jt,6
737,29,P,1-3jt,6
738,31,P,1-3jt,2
739,52,L,1-3jt,6
740,54,L,1-3jt,3
741,53,L,1-3jt,2
742,19,P,1-3jt,6
743,47,L,1-3jt,2
744,53,L,1-3jt,1
745,38,P,1-3jt,6
746,35,L,1-3jt,6
747,46,L,1-3jt,1
748,31,L,1-3jt,0
749,32,P,1-3jt,2
750,27,L,1-3jt,3
751,19,P,1-3jt,6
752,24,P,1-3jt,5
753,43,L,1-3jt,1
754,19,P,1-3jt,3
755,35,L,1-3jt,4
756,33,P,1-3jt,0
757,31,L,1-3jt,0
758,21,P,1-3jt,4
759,39,L,1-3jt,6
760,29,P,1-3jt,3
761,19,L,1-3jt,3
762,52,P,1-3jt,3
763,42,P,1-3jt,4
764,34,L,1-3jt,4
765,44,L,1-3jt,0
766,20,L,1-3jt,1
767,26,P,1-3jt,3
768,18,L,1-3jt,6
769,56,P,1-3jt,5
770,31,L,1-3jt,6
771,27,P,1-3jt,6
772,53,L,1-3jt,5
773,31,P,1-3jt,5
774,44,L,1-3jt,1
775,24,P,1-3jt,2
776,45,L,1-3jt,5
777,40,L,1-3jt,1
778,43,L,1-3jt,2
779,52,L,1-3jt,5
780,38,L,1-3jt,4
781,30,P,1-3jt,0
782,43,L,1-3jt,1
783,60,L,1-3jt,6
784,52,P,1-3jt,0
785,32,P,1-3jt,1
786,48,P,1-3jt,3
787,51,P,1-3jt,1
788,18,L,1-3jt,2
789,48,L,1-3jt,1
790,53,L,1-3jt,6
791,37,P,1-3jt,1
792,32,P,1-3jt,2
793,51,P,1-3jt,0
794,30,L,1-3jt,0
795,24,P,1-3jt,0
796,31,L,1-3jt,4
797,40,L,1-3jt,5
798,17,P,1-3jt,6
799,23,P,1-3jt,1
800,27,L,1-3jt,2
801,24,P,1-3jt,4
802,17,L,1-3jt,4
803,40,L,1-3jt,6
804,35,L,1-3jt,3
805,22,L,1-3jt,6
806,46,L,1-3jt,0
807,60,L,1-3jt,2
808,39,P,1-3jt,0
809,54,P,1-3jt,2
810,18,P,1-3jt,5
811,28,L,1-3jt,4
812,31,P,1-3jt,4
813,27,L,1-3jt,1
814,37,P,1-3jt,5
815,30,L,1-3jt,2
816,58,L,1-3jt,5
817,36,L,1-3jt,2
818,54,P,1-3jt,3
819,27,P,1-3jt,2
820,48,P,1-3jt,0
821,23,P,1-3jt,5
822,55,L,1-3jt,3
823,56,L,1-3jt,2
824,23,P,1-3jt,2
825,29,P,1-3jt,0
826,25,L,1-3jt,3
827,54,P,1-3jt,4
828,31,L,1-3jt,3
829,52,P,1-3jt,1
830,36,L,1-3jt,4
831,53,P,1-3jt,5
832,31,P,1-3jt,1
833,31,P,1-3jt,2
834,51,L,1-3jt,2
835,38,P,1-3jt,1
836,26,P,1-3jt,3
837,29,L,1-3jt,1
838,44,L,1-3jt,4
839,22,L,1-3jt,2
840,24,P,1-3jt,0
841,58,P,1-3jt,5
842,18,L,1-3jt,5
843,24,L,1-3jt,3
844,34,L,1-3jt,1
845,28,P,1-3jt,4
846,55,P,1-3jt,3
847,18,P,1-3jt,3
848,25,P,1-3jt,0
849,19,L,1-3jt,2
850,35,L,1-3jt,1
851,47,L,1-3jt,2
852,39,P,1-3jt,1
853,51,L,1-3jt,2
854,29,P,1-3jt,6
855,42,L,1-3jt,5
856,36,P,1-3jt,2
857,45,P,1-3jt,6
858,17,P,1-3jt,6
859,26,L,1-3jt,6
860,51,P,1-3jt,1
861,54,P,1-3jt,3
862,25,P,1-3jt,1
863,45,L,1-3jt,1
864,39,P,1-3jt,0
865,60,P,1-3jt,0
866,51,L,1-3jt,0
867,20,P,1-3jt,3
868,17,L,1-3jt,3
869,30,P,1-3jt,5
870,34,L,1-3jt,6
871,34,L,1-3jt,0
872,38,P,1-3jt,1
873,34,L,1-3jt,5
874,20,P,1-3jt,0
875,55,L,1-3jt,5
876,31,P,1-3jt,4
877,50,L,1-3jt,4
878,29,L,1-3jt,2
879,30,L,1-3jt,1
880,18,P,1-3jt,1
881,33,L,1-3jt,3
882,52,P,1-3jt,4
883,27,P,1-3jt,4
884,42,P,1-3jt,3
885,44,L,1-3jt,3
886,31,P,1-3jt,1
887,20,P,1-3jt,4
888,45,P,1-3jt,3
889,27,L,1-3jt,0
890,18,P,1-3jt,4
891,56,P,1-3jt,2
892,54,L,1-3jt,2
893,18,P,1-3jt,4
894,33,L,1-3jt,1
895,17,L,1-3jt,5
896,42,L,1-3jt,0
897,56,P,1-3jt,4
898,44,P,1-3jt,5
899,39,L,1-3jt,3
900,49,P,1-3jt,2
901,43,L,1-3jt,2
902,40,P,1-3jt,3
903,36,P,1-3jt,3
904,56,P,1-3jt,5
905,34,L,1-3jt,0
906,28,P,1-3jt,1
907,32,L,1-3jt,3
908,49,P,1-3jt,0
909,56,P,1-3jt,5
910,59,L,1-3jt,2
911,26,P,1-3jt,1
912,20,P,1-3jt,1
913,34,L,1-3jt,2
914,37,P,1-3jt,6
915,26,L,1-3jt,0
916,29,P,1-3jt,0
917,20,L,1-3jt,3
918,55,L,1-3jt,4
919,44,L,1-3jt,5
920,50,P,1-3jt,2
921,35,L,1-3jt,0
922,20,L,1-3jt,0
923,47,P,1-3jt,4
924,34,L,1-3jt,4
925,56,P,1-3jt,1
926,48,P,1-3jt,4
927,40,L,1-3jt,6
928,43,P,1-3jt,3
929,28,P,1-3jt,0
930,58,P,1-3jt,0
931,45,P,1-3jt,2
932,44,L,1-3jt,4
933,17,P,1-3jt,4
934,57,P,1-3jt,3
935,56,L,1-3jt,5
936,23,P,1-3jt,0
937,29,L,1-3jt,2
938,27,L,1-3jt,3
939,26,L,1-3jt,6
940,49,L,1-3jt,6
941,55,L,1-3jt,6
942,31,L,1-3jt,4
943,58,L,1-3jt,1
944,52,P,1-3jt,2
945,42,P,1-3jt,5
946,51,P,1-3jt,4
947,23,P,1-3jt,4
948,17,P,1-3jt,4
949,36,L,1-3jt,1
950,37,P,1-3jt,1
951,43,P,1-3jt,4
952,34,P,1-3jt,4
953,39,P,1-3jt,0
954,54,P,1-3jt,3
955,26,L,1-3jt,3
956,26,P,1-3jt,4
957,51,P,1-3jt,4
958,17,L,1-3jt,3
959,19,L,1-3jt,4
960,41,L,1-3jt,1
961,29,P,1-3jt,3
962,36,P,1-3jt,1
963,17,L,1-3jt,0
964,53,P,1-3jt,5
965,19,P,1-3jt,3
966,37,L,1-3jt,3
967,25,L,1-3jt,5
968,47,P,1-3jt,3
969,23,P,1-3jt,2
970,55,P,1-3jt,6
971,58,P,1-3jt,4
972,32,L,1-3jt,4
973,50,P,1-3jt,4
974,45,P,1-3jt,4
975,53,L,1-3jt,3
976,49,L,1-3jt,3
977,46,P,1-3jt,6
978,50,P,1-3jt,2
979,51,P,1-3jt,5
980,23,L,1-3jt,4
981,59,L,1-3jt,2
982,21,L,1-3jt,5
983,38,L,1-3jt,6
984,51,P,1-3jt,4
985,30,P,1-3jt,5
986,46,L,1-3jt,6
987,18,L,1-3jt,0
988,27,P,1-3jt,4
989,53,L,1-3jt,3
990,55,P,1-3jt,4
991,43,L,1-3jt,5
992,51,L,1-3jt,2
993,33,L,1-3jt,3
994,31,P,1-3jt,1
995,36,P,1-3jt,5
